episode_id,predicted_task,instruction
episode644,place_container_plate,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Position the container onto the food plate using the medium-sized bowl."
episode645,place_empty_cup,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Use an arm to place the smooth blue drinking cup on the light gray streaked wooden coaster"
episode646,scan_object,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab the scanner with gray accents in one hand, pick the cuboid tea box in the other hand, then scan the cuboid tea box with the scanner with gray accents"
episode647,lift_pot,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Hold and raise the gray kitchenpot together"
episode648,move_stapler_pad,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put the bright blue smooth stapler on the Cyan mat"
episode649,place_phone_stand,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Put the phone with metallic body atop the phonestand with smooth texture."
episode650,grab_roller,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Get hold of the medium-sized roller using your arms"
episode651,place_burger_fries,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Pick up the rectangular hamburg with rounded edges and the Rectangular red carton holding fries one by one and place on the plastic tray with curved edges."
episode652,place_dual_shoes,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Grab a pair of the medium-sized walking shoe, tips left, put them into the Nike-branded orange shoe-box."
episode653,stack_blocks_three,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Transfer red block, green block, and blue block to the center, arranging blue block on top of green block and green block on red block with the right arm, the right arm, the left arm."
episode654,move_playingcard_away,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the smooth black cards container and place it beyond the table."
episode655,place_bread_skillet,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Take the light brown porous bread with the right arm and drop into the gray pan"
episode656,turn_switch,"In a fixed robotic workspace, generate a rigid, physically consistent embodied robotic arm. The arm maintains high stability with no deformation and enters the frame to Push the trapezoid-shaped switch smooth surface via the right arm."
